Song,Hot100 Rank,Hot100 Ranking Year
19 Somethin' - Greatest Hits Version,84,2003
Der Kommissar,30,1983
I'm In You,42,2023
Paparazzi,64,2010
Silent Lucidity - Remastered 2003,82,1991
Desire,56,1988
People Everyday - Metamorphosis Mix,67,2001
Sukiyaki,48,1995
iSpy (feat. Lil Yachty),28,2017
How Long,58,1975
Rolex,61,2017
When the Sun Goes Down (In the Style of Kenny Chesney & Uncle Kracker) [Karaoke Version],89,2013
Ramblin' Gamblin' Man,86,1969
I'll Take You There,95,2007
Back In My Arms Again,37,1965
Eye of the Tiger,2,1985
Take Me To Heart,83,1983
Good Times - 2018 Remaster,20,1979
Problem,9,2014
Piano In The Dark,81,1988
Beatnik Fly,90,2021
Let It Whip,24,1982
To Be A Lover,64,1987
(I Don't Know Why) But I Do,43,1994
The Banana Boat Song,26,2001
Smooth Operator - Single Version,62,1994
Green River,31,1969
DJ Got Us Fallin' In Love (feat. Pitbull),65,2013
Tuff,40,2005
A Love Bizarre,83,1986
(Find A) Reason To Believe,90,1993
Good Timin',31,1960
Serenade of Water,25,2021
Butterfly,31,2006
Wrapped Around Your Finger,85,1984
Love Grows (Where My Rosemary Goes),40,1970
Jimmy Cooks - Lofi Cover,33,2022
Macarena - Bayside Boys Remix,1,2001
You And I,12,1983
Rich Flex,38,2022
"I Love You, I Honestly Love You",97,1974
Hats off to Larry,68,1962
I Want Your Love - 2018 Remaster,62,1979
Jump,85,1993
Respect Yourself,89,1987
I Wanna Go,46,2011
One More Chance / Stay with Me - Remix; 2007 Remaster,23,2007
Here You Come Again,60,1978
Let Me Clear My Throat - Old School Reunion Remix '96,96,1997
I'm so Proud (Originally Performed by The Impressions) [Karaoke Version],81,2016
Right Here - Human Nature Radio Mix,29,1993
Big Girls Don't Cry (Personal),4,2007
Paparazzi,53,2009
Lollipop,4,2008
Just A Dream,52,2011
Don't Wanna Lose You Now (Karaoke in the style of Gloria Estefan),14,2009
Too Much Time On My Hands,54,1981
Damn! (feat. Lil' Jon) - Club Mix,68,2004
Never Forget You,16,2017
Something - Remastered 2009,83,1969
Our Love Is Here To Stay,43,1991
"Time, Love and Tenderness",62,1991
Treat You Better,92,2017
Maggie May,2,1971
Snap Your Fingers,66,2016
I Don't Want Your Love - 2010 Remaster,62,1989
Redbone,25,2017
Sukiyaki,10,2010
Amazed,8,2000
Fly Over States,98,2012
Only You (And You Alone),29,1986
Love in the First Degree,55,1982
Wake Me Up Before You Go-Go,3,1985
It's Gonna Be Me,27,2000
How Can I Be Sure - Single Version; Mono,63,1967
A World Without Love (Mono) - 2002 Remaster,30,1964
Eye In The Sky,32,1982
"He Ain't Heavy, He's My Brother",46,1970
Reunited,5,1979
Hole Hearted,46,1991
Who's Johnny,67,1986
Slippery (feat. Gucci Mane),86,2017
Adorn,97,2012
Thrift Shop (feat. Wanz),1,2013
I'll Have to Say I Love You In a Song (Originally Performed By Jim Croce) [Full Vocal Version],85,2013
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,68,1998
On Me,36,2021
Paralyzer,25,2008
Love Land,50,1970
He Can't Love U,62,2000
I Can't Stand the Rain,95,2011
She's Gone,81,1976
Hot Girls In Love,75,1983
You,40,2007
Eastside (with Halsey & Khalid),17,2019
Give It Up,75,2016
Baby Boy (feat. Sean Paul),69,2004
You Da One,89,2012
"Don't Call Us, We'll Call You - Live in Denver, CO, January 15, 1975",56,2006
Beverly Hills,20,2005
Sea of Love - 2006 Remaster,34,1985
Hips Don't Lie (feat. Wyclef Jean),5,2006
SICKO MODE,9,2019
Keep Ya Head Up,61,1994
Rhythm Is Gonna Get You,72,1987
Giving It Up For Your Love,60,1999
Candy Shop,8,2005
Listen To Your Heart,22,1989
"Woodstock (Originally Performed by Crosby, Stills, Nash & Young) [Karaoke Version]",94,2015
Children,65,1996
In My House - Single Version,63,1993
Torn Between Two Lovers,10,2014
Baby Talk,95,1962
If You Can Want,85,1968
I Need a Girl (Part One) - In the Style of P.Diddy Featuring Usher & Loon (Karaoke Version Teaching Vocal),15,2010
Everyday - 2015 Remastered,86,1994
Home,25,2007
Bad - 2012 Remaster,59,2012
Hey Ya!,8,2004
When You Believe (Originally Performed by Mariah Carey & Whitney Houston) [Karaoke Version] - 1999,99,2013
When I'm Back On My Feet Again,88,1990
I Only Have Eyes for You,73,1959
What's Left Of Me,54,2006
Aint No Other Man (In The Style Of Christina Aguilera),32,2007
You Can Do Magic,65,1982
16 Candles,26,2021
Hotel (feat. R. Kelly),45,2004
A Fool Never Learns - Single Version,96,2013
I Want to Take You Higher,79,1996
It Hurts To Be In Love,27,1966
I'm Doin' Fine Now (Originally Performed By New York City) [Karaoke Backing Track],46,2013
She's About a Mover,65,1965
Why Do Fools Fall In Love,54,1982
Pour It Up,70,2013
William Tell Overture,27,1999
Mexico,55,2014
Ballin’,25,2021
Beachin',91,2014
Mesmerize,94,2005
What It Takes,91,1994
Diamonds,27,2013
Speedy Gonzales,45,1993
Underneath the Arches,29,1948
It's Over Now,68,2001
Look What God Gave Her,85,2019
ZEZE (feat. Travis Scott & Offset),31,2019
Woman,21,2022
Harbor Lights,50,1960
Spice Up Your Life,81,1998
Crush on You,80,1997
I Wish,58,1995
Everybody Loves Somebody,6,1964
Walk On The Wild Side,91,1962
Rock The Boat,85,2002
"This Ain't A Scene, It's An Arms Race",32,2007
Because of You,39,2006
Rumors Are Flying,5,2006
Cover Me,67,1984
On The Floor,11,2011
Nightshift,40,1985
Should've Never Let You Go,76,2007
Hot Stuff,7,1979
TRUE,90,2005
Do I Have To Say The Words?,70,1992
Headstrong,49,2003
Dance with Me,93,2001
Superstar,30,1974
Unforgettable,15,2017
What The World Needs Now Is Love,63,1965
Rumors,77,2014
Sea Cruise,89,1990
Real Real Real,85,1991
I Touch Myself,52,1991
Back for Good - Radio Mix,62,1995
Let's Dance,68,1962
Space Oddity - 2015 Remaster,97,1973
You've Lost That Lovin' Feeling,90,1981
My Songs Know What You Did In The Dark (Light Em Up),40,2013
Calling All Angels,45,2003
Unfaithful,28,2006
Little Things,81,2013
Demons,23,2014
Shut Down - 2021 Stereo Mix,86,2022
The Tide Is High - Edit,17,1981
Where My Girls At,11,1999
The Way I Feel About You,63,1992
High School Dance,84,1977
"Colors Of The Wind - End Title - From ""Pocahontas"" Soundtrack",31,1995
Be Like That,96,2001
Big Poppa - 2005 Remaster,47,1995
Making Love Out of Nothing at All,66,2018
Whatcha Say,43,2010
Tragedy,38,1959
Don't It Make My Brown Eyes Blue (Karaoke in the style of Crystal Gayle),71,2009
Hotel (feat. R.Kelly),32,2013
Bang a Gong (Get It On) - 2003 Remaster,56,1972
Rude,7,2014
Broken Hearted Melody,51,1959
Always On My Mind,22,1982
Where Have You Been,21,2012
BedRock,13,2010
When You Love a Woman,57,1997
Jungle Love,91,1985
You Must Have Been a Beautiful Baby,99,2004
Always,73,1994
"Turn Around, Look at Me",24,1968
We Are Family - 1995 Remaster,53,1979
A - You're Adorable (with The Fontane Sisters) - Remastered,28,1993
I Just Called To Say I Love You,25,1999
Joy To The World,1,1971
Hungry Like the Wolf - 2009 Remaster,17,1983
Numb Little Bug,32,2022
Fill Me In,37,2001
Everything Changes,79,2003
Hungry Heart,49,1981
Touch Me In The Morning,10,1973
In the Ayer (feat. will.I.am),59,2008
It Was I,84,2004
Let Me Love You (Until You Learn To Love Yourself),74,2012
(Last Night) I Didn't Get To Sleep At All,31,1972
A Love Song,80,1974
Riders In the Sky,1,2010
Roll With It,10,1988
You Got It All,43,1987
Fingers Crossed,75,2022
Worth It (feat. Kid Ink),23,2015
Pass The Dutchie,91,1994
Part-Time Love,95,1991
Whatcha Gonna Do?,16,1977
Come On-A My House,4,1951
Catch Us If You Can - 2019 - Remaster,54,1965
Since U Been Gone,4,2005
Dedicated To The One I Love,14,2005
Good as You,86,2019
Where Or When,21,1960
Until It Sleeps,92,1996
Papa Loves Mambo,25,1975
The Way You Make Me Feel - 2012 Remaster,36,2012
Woah,42,2020
Ronnie,75,2003
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",99,2020
Essence (feat. Tems),60,2021
Don't Bring Me Down (Karaoke in the style of Electric Light Orchestra),81,2009
Ojitos Lindos,87,2022
Cotton Candy,84,1964
The Gambler,40,1979
Boogie Fever,20,1976
Beauty Is Only Skin Deep - Mono SIngle,58,1999
Symphony,17,1948
The Wild Boys,36,1998
Después de la Playa,78,2022
Take A Picture,58,2000
Turn Off The Light,70,2001
She Cried,30,1962
Think of Laura,83,1984
Tequila,91,2019
Just the Way You Are,18,2010
Fools Rush In,74,1963
Too Good At Goodbyes,49,2018
Picture (feat. Sheryl Crow),9,2003
Here In My Heart,9,1962
Heartbeat Song,91,2015
When Smokey Sings,70,1987
I Knew You Were Trouble (Taylor's Version),16,2021
My Sharona,1,1979
Tall Paul,76,1960
What's on Your Mind (Pure Energy),52,1988
Everyday We Lit (feat. PnB Rock),95,2017
Sorry,2,2016
"Take Me Home, Country Roads - Original Version",8,1971
Out of Limits,60,1964
1/2/2003,62,1988
Faded Pictures,81,1999
Ring of Fire,69,1963
Meet Me At Our Spot,74,2022
Somebody's Knockin',51,1985
Beggin',66,2021
This I Promise You,51,2001
HIGHEST IN THE ROOM,45,2020
Bus Stop,33,1973
Who Says You Can't Go Home,71,2006
Day 'N' Nite (nightmare),28,2009
"Hey Look Ma, I Made It",61,2019
Love Can Make You Happy,42,2009
I'll Make Love to You (Originally Performed by Boyz II Men) [Karaoke Version],3,2013
Cold Heart - PNAU Remix,10,2022
Come Back When You Grow Up,15,1967
telepatía,49,2021
Air King (with DJ Junior feat. Aurya),19,2021
Sam's Song (The Happy Tune) - 1950 Single Version / With 1954 Spoken Introduction,4,1954
Prayer for the Dying,83,1994
The Motto,20,2012
Hello Muddah Hello Fadduh (A Letter from Camp Granada),71,2017
My Lovin' (You're Never Gonna Get It),7,1992
Amanda,50,1986
Take My Heart (You Can Have It If You Want It),85,1982
The One and Only,93,1991
It's All About Me - New R & B Remix,49,2023
Sing For The Moment,89,2003
Anaconda,36,2014
I'll Tumble 4 Ya,77,1983
"Happy - From ""Despicable Me 2""",1,2014
Love Hangover,15,1976
It's Magic (with George Sirava and His Orchestra) - Version 1 - Take 6,11,1948
drivers license,8,2021
"Shake It - Live, Brussels, 1979",73,2022
Sentimental Street,99,1985
April In Portugal,7,1957
I'm Every Woman (As Made Famous by Whitney Houston),39,2011
Follow You Down - Edit,15,1996
Lady Madonna - Remastered 2015,60,2000
Right Now (Na Na Na),56,2009
Love or Let Me Be Lonely,63,1970
Gotta Tell You,98,2000
With Arms Wide Open,39,2001
Breathe Again,7,1994
Me and Bobby McGee,11,1971
Party All the Time,7,1986
"Me, Myself & I",19,2016
Stay,17,2017
I Want It That Way,15,1999
Heart Full of Soul - 2015 Remaster,69,1965
Wham Bam Shang-A-Lang,71,1976
Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering,97,2002
Lonely Ol' Night,86,1985
Leave Me Alone (Ruby Red Dress),71,1987
Another Night,6,1995
Dakiti (Originally Performed by Bad Bunny & Jhay Cortez) [Instrumental Version],28,2021
Heaven,24,1985
Black Balloon,64,1999
Wind Of Change,39,1991
Love Lies (Tribute to Khalid and Normani),19,2018
Got Money,40,2008
Radar Love,64,1974
Come Over (feat. Tank),92,2003
Black Cat,59,1990
Shivers,5,2022
Lonely Blue Boy,38,1960
High Hopes,11,2019
My Oh My (feat. DaBaby),37,2020
Radioactive,3,2013
P.S. I Love You,16,1955
Moment 4 Life,50,2011
Nothing's Gonna Change My Love For You,85,1987
Mary Jane's Last Dance,77,2008
Gotta Be Somebody,51,2009
24K Magic,16,2017
Amnesia,86,2014
Heart of Gold (Arr. for Guitar),17,2020
Izzo (H.O.V.A.),52,2001
Like I Love Country Music,85,2022
Shadow Dancing,1,1978
Barefoot Blue Jean Night,79,2011
Kodachrome,74,1973
True - Single Edit,92,2008
Mack the Knife,2,1959
Where Is the Love,58,1972
Spanish Harlem,49,1972
"Up Where We Belong - From ""An Officer And A Gentleman""",27,1999
Live to Tell,35,1986
Galway Bay,20,2023
Young Forever,50,2010
The Way We Were,1,1974
Snoopy Vs. The Red Baron,84,1967
Act Up,68,2019
Lifestyle,72,2014
Turn Your Love Around,27,1982
Swinging School,74,2023
Brand New Key,9,1972
The Logical Song - Remastered 2010,27,1979
Anything for You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],13,2013
Macarena,98,1996
All Day and All of the Night,62,1965
Take Me Home - 2016 Remaster,88,1986
Puppy Love,23,1992
Believer,9,2017
"Surrender To Me - From ""Tequila Sunrise"" Soundtrack / Remastered",98,2000
Neither One Of Us (Wants To Be The First To Say Goodbye),45,1973
Jezebel,11,1958
Truly,47,1983
Lucille,43,1977
How Do I Live,5,2003
Mama Said,81,2005
If You Had My Love,12,1999
Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,34,1996
Typical Male,71,1986
Sin (It's No) Sin,16,1996
"I’ll Be Loving You (Forever) (Live in Philadelphia, June 2022)",26,2023
This Is The Night,47,2003
Lucid Dreams,12,2018
Please Don't Leave Me - DJ Sign & Manuel Voltera Remix,52,2012
If You Really Love Me,48,1971
Wild Ones (feat. Sia),11,2012
The Beach Boys Medley,93,2012
Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,22,1971
Just the Girl,89,2005
Smack That,66,2006
Cheers (Drink To That),77,2011
Can't Stay Away from You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],90,2013
Beautiful People (feat. Khalid),50,2019
Pound The Alarm,75,2012
Cindy's Birthday,69,2006
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",5,2013
Swalla (feat. Nicki Minaj & Ty Dolla $ign),85,2017
Superwoman Pt. II - Rap Version Remix,53,2001
Freak Like Me,13,1995
When Will I See You Again,75,1975
Running Scared,13,1962
Sunroof - Loud Luxury Remix,29,2022
Girls Just Want to Have Fun,15,1984
Because I Love You (The Postman Song),12,2014
Turn Back The Hands Of Time,51,1970
Say You Will,73,1988
What You Don't Know,97,1989
Light My Fire,6,1967
Swear It Again - Radio Edit,75,2000
Life Is Good (feat. Drake),7,2020
Ridin' Solo,34,2010
You Don't Mess Around with Jim,68,1972
Savin' Me,49,2006
Wicked Game,79,1991
At This Moment,20,2008
GOOD TIME,84,2021
I'm On One,47,2011
Can't Stop this Thing We've Started (As Made Famous By Bryan Adams),59,2011
Dirty Diana,61,2003
Midnight at the Oasis,13,1974
Georgia on My Mind,78,2021
E.I.,95,2001
Never Again,70,2007
Around The Way Girl,64,1991
Show Me Love - Radio Version,29,1998
I Do!!,60,2001
Crack A Bottle (feat. Dr. Dre & 50 Cent),47,2022
Green Light (feat. André 3000),92,2009
Shop Around,24,1961
Wouldn’t It Be Nice,97,2018
Turn Up the Music,84,2012
Southside,84,2004
Give Me the Night,91,1981
I'm Ready,45,2020
"Apples, Peaches, Pumpkin Pie",21,1967
You Found Me,13,2009
The Climb,21,2009
Say You Love Me,53,1976
I Think We're Alone Now,18,1987
Dynamite,9,2010
Help Me (In the Style of Joni Mitchell) [Karaoke Version],53,2013
These Eyes,44,1969
Mississippi Queen,78,1970
Realize,67,2008
Bad Habits,13,2022
BREAK MY SOUL,38,2022
Here and Now,43,1990
All Of The Lights,59,2011
Wait (The Whisper Song),63,2005
Right Thurr,7,2003
9 to 5,9,1981
I’m So Excited - Live,76,2008
Everything Is Beautiful - 1970 #1 Billboard chart hit,12,1970
How 'Bout Us,45,1981
Brass in Pocket (As Made Famous By The Pretenders),41,2011
Feel This Moment (feat. Christina Aguilera),36,2013
I Can't Hold Back,73,1985
Open Your Heart,30,2009
Help Me Make It Through The Night,37,1996
Stupid Girls (Karaoke Version) - Originally Performed By Pink,96,2012
Rags2Riches 2 (feat. Lil Baby),90,2020
It's Over,74,1964
Most Girls,52,2008
Nasty,58,1986
Are You Ready?,93,1970
Havana (feat. Young Thug),96,2018
RITMO (Bad Boys For Life),50,2020
"Where Do I Begin - Love Theme from ""Love Story""",72,1971
Wiggle (feat. Snoop Dogg),40,2014
Tha Crossroads,7,1996
My Humps - Originally Performed By Black Eyed Peas,32,2011
The Tijuana Jail - 1990 Digital Remaster,77,1990
Don't You Want Me? (In the Style of the Human League) [Karaoke Version],6,2014
She's Got You - Single Version,78,1962
"Hey, Western Union Man",99,1968
Runnin' Outta Moonlight,98,2013
Get It Poppin' (feat. Nelly) - Serban Main 4/20/05,50,2005
"My Truly, Truly Fair (with Mitch Miller & His Orchestra & Chorus)",20,1991
Heartbreak Hotel (feat. Faith Evans & Kelly Price),4,1999
Big Bad John,85,1962
Nobody's Supposed to Be Here,9,1999
Smoke Gets In Your Eyes,16,1959
Hey Little Cobra,43,1964
Hazard,56,1992
Celebration,6,1981
Pop Champagne (feat. Juelz Santana) - Explicit Album Version,98,2009
U Should've Known Better,72,2004
Come Together - Remastered 2009,85,1969
I Made It Through the Rain,89,1981
Pompeii,12,2014
"The Breakup Song (They Don't Write 'em) [In the Style of ""Greg Kihn Band""] {Karaoke Demonstration Version With Lead Vocal}",47,2011
Die A Happy Man,64,2016
The One Who Really Loves You - Single Version,19,1962
Pontoon,67,2013
Janie's Got A Gun,61,1994
What's Your Name,70,1978
Thong Song,14,2000
We Are The World,20,2020
I'm Alive,91,2002
Sure Be Cool If You Did,80,2013
Mockin' Bird Hill,14,1972
Perfect,100,2016
The Power Of Love,15,2006
Panda,6,2016
Junk Food Junkie,94,2006
Close My Eyes Forever,77,2004
Stay,13,2013
Raise The Roof,90,2020
Bodak Yellow,54,2018
Someday,30,1999
Some Nights,14,2012
So Rare,5,1957
You're Mines Still (feat. Drake),58,2021
How Low,36,2010
Deja Vu (feat. Jay-Z),75,2007
Crimson & Clover - Single Version; Mono,10,1969
"Believe It or Not (Theme from ""Greatest American Hero"")",11,1981
The Show Must Go On,42,1982
Chain Hang Low,65,2006
Womanizer,80,2008
How Much I Feel,84,1979
Huggin' and Chalkin',20,2015
I Can't Make You Love Me,100,1992
Jet,77,2001
Love,93,2006
Dream Lover,6,2007
The Happy Whistler,43,2000
Rake It Up (feat. Nicki Minaj),53,2017
Gone,75,2002
Starving,82,2023
All That She Wants,9,1994
Get Busy,3,2022
Do You Love Me - 2019 - Remaster,91,1964
I'll Never Dance Again,93,2005
Heartbreak Hotel,1,2022
Bartier Cardi (feat. 21 Savage),61,2018
Have I the Right,31,1993
Yellow Submarine,90,2014
Black or White - Single Version,14,2003
I Don't Want To Miss A Thing,67,1999
La Isla Bonita,58,1987
The Game of Love (feat. Michelle Branch) - Main / Radio Mix,27,2003
I Like Me Better,35,2018
Where Did Our Love Go,10,1964
Free Ride,96,1973
For You I Will,13,1998
Play A Simple Melody - Single Version,5,1993
King of Anything,95,2010
when the party's over,67,2019
The Middle,14,2002
"Love Theme from ""Romeo And Juliet""",15,1969
How Do You Talk To An Angel?,59,1992
My Humps - Originally Performed By Black Eyed Peas,42,2011
Cupid / I've Loved You For a Long Time,29,2017
Electric Blue,77,1988
You Don't Own Me,36,1964
The Longest Time,89,1984
Here We Go Again! - Radio Edit,59,2000
"Sweet Cream Ladies, Forward March",100,1969
Yesterday Once More,70,1974
Voices Carry,68,1985
"Slide - Electro Piano Cover Calvin Harris , Frank Ocean & Migos",71,2017
If I Loved You,29,1982
"Any Time, Any Place",30,1994
